state,$default,$end,'!','%','&','(',')','*','+',"','",'-','.','/',':',';','<','=','>','[',']','^','{','|','}','~',ADD_ASSIGN,ALIGNAS,ALIGNOF,AND_ASSIGN,AND_OP,ATOMIC,AUTO,BOOL,BREAK,CASE,CHAR,COMPLEX,CONST,CONTINUE,DEC_OP,DEFAULT,DIV_ASSIGN,DO,DOUBLE,ELIF,ELLIPSIS,ELSE,ENUM,ENUMERATION_CONSTANT,EQ_OP,EXCEPT,EXTERN,FLOAT,FOR,FOREACH,FUNC_NAME,F_CONSTANT,GENERIC,GE_OP,GOTO,IDENTIFIER,IF,IMAGINARY,IN,INC_OP,INLINE,INT,I_CONSTANT,LEFT_ASSIGN,LEFT_OP,LE_OP,LONG,LOWER_THAN_ELSE,MOD_ASSIGN,MUL_ASSIGN,NE_OP,NORETURN,OR_ASSIGN,OR_OP,PASS,PRINT,PTR_OP,RANGE,REGISTER,RESTRICT,RETURN,RIGHT_ASSIGN,RIGHT_OP,SHORT,SIGNED,SIZEOF,STATIC,STATIC_ASSERT,STRING_LITERAL,STRUCT,SUB_ASSIGN,SWITCH,THREAD_LOCAL,TH_OP,TRY,TYPEDEF,TYPEDEF_NAME,UNION,UNSIGNED,VOID,VOLATILE,WHILE,XOR_ASSIGN,error
48,,,s92,,s87,s86,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,s27,,s11,,,s12,s21,s8,,s82,,,,s19,,,,s25,s83,,,,s18,,,s79,s77,s85,,,s75,,s22,,s81,,s14,s76,,,,s15,,,,,,,,,s74,,,,s9,,,,s13,s16,s80,,,s78,s23,,,,,,,s1,s24,s17,s20,s10,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s27,,s11,,,s12,s21,s8,,,,,,s19,,,,s25,,,,,s18,,,,,,,,,,s22,,,,s14,,,,,s15,,,,,,,,,,,,,s9,,,,s13,s16,,,,,s23,,,,,,,s1,s24,s17,s20,s10,,,
50,,,s92,,s87,s86,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,,,,,,,,,,s82,,,,,,,,,s83,,,,,,,s79,s77,s85,,,s75,,,,s81,,,s76,,,,,,,,,,,,,s74,,,,,,,,,,s80,,,s78,,,,,,,,,,,,,,,
51,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,,,r168,r168,r168,,r168,,r168,,r168,r168,r168,,r168,r168,r168,r168,r168,r168,,r168,r168,r168,r168,r168,,r168,,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,,r168,r168,r168,r168,r168,r168,r168,r168,r168,r168,,r168,r168,r168,r168,r168,r168,r168,r168,r168,,r168,r168
52,,,,,,s52,,s53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,r185,r185,r185,r185,r185,r185,r185,s53,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,s120,r185,r185,,,r185,r185,s8,,r185,,r185,,r185,r185,r185,,r185,r185,r185,r185,r185,r185,,r185,r185,r185,r185,r185,,r185,,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,s9,,r185,r185,r185,r185,r185,r185,r185,r185,r185,r185,,r185,r185,r185,r185,r185,r185,r185,r185,s10,,r185,r185
54,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,,,r90,r90,r90,,r90,,r90,,r90,r90,r90,,r90,r90,r90,r90,r90,r90,,r90,r90,r90,r90,r90,,r90,,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,,r90,r90,r90,r90,r90,r90,r90,r90,r90,,r90,r90
55,,,,,,,,,,s124,,,,,s125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,,,r103,r103,r103,,r103,,r103,,r103,r103,r103,,r103,r103,r103,r103,r103,r103,,r103,r103,r103,r103,r103,,r103,,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,,r103,r103,r103,r103,r103,r103,r103,r103,r103,,r103,r103
57,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,s127,r106,r106,r106,r106,s126,r106,r106,r106,r106,s26,r106,r106,r106,s27,s5,s11,,,s12,s21,s8,,r106,,r106,,s19,r106,r106,,s25,r106,r106,r106,s3,s18,,r106,r106,r106,r106,r106,,r106,,s22,r106,r106,s7,s14,r106,r106,r106,r106,s15,r106,r106,r106,r106,s28,r106,r106,r106,r106,r106,r106,s6,s9,,r106,r106,s13,s16,r106,s4,s29,r106,s23,r106,,s30,r106,r106,s2,s1,s24,s17,s20,s10,,r106,r106
58,r167,r167,r167,r167,r167,s132,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,s133,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,,,r167,r167,r167,,r167,,r167,,r167,r167,r167,,r167,r167,r167,r167,r167,r167,,r167,r167,r167,r167,r167,,r167,,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,,r167,r167,r167,r167,r167,r167,r167,r167,r167,r167,,r167,r167,r167,r167,r167,r167,r167,r167,r167,,r167,r167
59,,,,,,s52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,,,r93,r93,r93,,r93,,r93,,r93,r93,r93,,r93,r93,r93,r93,r93,r93,,r93,r93,r93,r93,r93,,r93,,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,,r93,r93,r93,r93,r93,r93,r93,r93,r93,,r93,r93
61,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,,,r95,r95,r95,,r95,,r95,,r95,r95,r95,,r95,r95,r95,r95,r95,r95,,r95,r95,r95,r95,r95,,r95,,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,,r95,r95,r95,r95,r95,r95,r95,r95,r95,,r95,r95
62,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,s135,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,,,r131,r131,r131,,r131,,r131,,r131,r131,r131,,r131,r131,r131,r131,r131,r131,,r131,r131,r131,r131,r131,,r131,,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,,r131,r131,r131,r131,r131,r131,r131,r131,r131,,r131,r131
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s27,,s11,,,s12,s21,s8,,,,,,s19,,,,s25,,,,,s18,,,,,,,,,,s22,,,,s14,,,,,s15,,,,,,,,,,,,,s9,,,,s13,s16,,,s29,,s23,,,,,,,s1,s24,s17,s20,s10,,,
64,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,,,r97,r97,r97,,r97,,r97,,r97,r97,r97,,r97,r97,r97,r97,r97,r97,,r97,r97,r97,r97,r97,,r97,,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,,r97,r97,r97,r97,r97,r97,r97,r97,r97,,r97,r97
65,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,,,r99,r99,r99,,r99,,r99,,r99,r99,r99,,r99,r99,r99,r99,r99,r99,,r99,r99,r99,r99,r99,,r99,,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,,r99,r99,r99,r99,r99,r99,r99,r99,r99,,r99,r99
66,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,,,r101,r101,r101,,r101,,r101,,r101,r101,r101,,r101,r101,r101,r101,r101,r101,,r101,r101,r101,r101,r101,,r101,,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,,r101,r101,r101,r101,r101,r101,r101,r101,r101,,r101,r101
67,acc,acc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,,,r279,r279,r279,,r279,,r279,,r279,r279,r279,,r279,r279,r279,r279,r279,r279,,r279,r279,r279,r279,r279,,r279,,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,,r279,r279,r279,r279,r279,r279,r279,r279,r279,r279,,r279,r279,r279,r279,r279,r279,r279,r279,r279,,r279,r279
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,,,r9,r9,r9,,r9,,r9,,r9,r9,r9,,r9,r9,r9,r9,r9,r9,,r9,r9,r9,r9,r9,,r9,,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,,r9,r9,r9,r9,r9,r9,r9,r9,r9,r9,,r9,r9,r9,r9,r9,r9,r9,r9,r9,,r9,r9
71,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,s141,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,,,r156,r156,r156,,r156,,r156,,r156,r156,r156,,r156,r156,r156,r156,r156,r156,,r156,r156,r156,r156,r156,,r156,,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,,r156,r156,r156,r156,r156,r156,r156,r156,r156,r156,,r156,r156,r156,r156,r156,r156,r156,r156,r156,,r156,r156
72,,,,,,,,,,s142,,,,,,,,,,,,,,s143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,,,r153,r153,r153,,r153,,r153,,r153,r153,r153,,r153,r153,r153,r153,r153,r153,,r153,r153,r153,r153,r153,,r153,,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,,r153,r153,r153,r153,r153,r153,r153,r153,r153,r153,,r153,r153,r153,r153,r153,r153,r153,r153,r153,,r153,r153
74,,,,,,s144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,,,r1,r1,r1,,r1,,r1,,r1,r1,r1,,r1,r1,r1,r1,r1,r1,,r1,r1,r1,r1,r1,,r1,,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,,r1,r1,r1,r1,r1,r1,r1,r1,r1,r1,,r1,r1,r1,r1,r1,r1,r1,r1,r1,,r1,r1
76,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,,,r6,r6,r6,,r6,,r6,,r6,r6,r6,,r6,r6,r6,r6,r6,r6,,r6,r6,r6,r6,r6,,r6,,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,,r6,r6,r6,r6,r6,r6,r6,r6,r6,r6,,r6,r6,r6,r6,r6,r6,r6,r6,r6,,r6,r6
77,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,,,r7,r7,r7,,r7,,r7,,r7,r7,r7,,r7,r7,r7,r7,r7,r7,,r7,r7,r7,r7,r7,,r7,,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,,r7,r7,r7,r7,r7,r7,r7,r7,r7,r7,,r7,r7,r7,r7,r7,r7,r7,r7,r7,,r7,r7
78,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,,,r10,r10,r10,,r10,,r10,,r10,r10,r10,,r10,r10,r10,r10,r10,r10,,r10,r10,r10,r10,r10,,r10,,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,,r10,r10,r10,r10,r10,r10,r10,r10,r10,r10,,r10,r10,r10,r10,r10,r10,r10,r10,r10,,r10,r10
79,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,,,r11,r11,r11,,r11,,r11,,r11,r11,r11,,r11,r11,r11,r11,r11,r11,,r11,r11,r11,r11,r11,,r11,,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,,r11,r11,r11,r11,r11,r11,r11,r11,r11,r11,,r11,r11,r11,r11,r11,r11,r11,r11,r11,,r11,r11
80,,,s92,,s87,s145,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,,,,,,,,,,s82,,,,,,,,,s83,,,,,,,s79,s77,s85,,,s75,,,,s81,,,s76,,,,,,,,,,,,,s74,,,,,,,,,,s80,,,s78,,,,,,,,,,,,,,,
81,,,s92,,s87,s147,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,,,,,,,,,,s82,,,,,,,,,s83,,,,,,,s79,s77,s85,,,s75,,,,s81,,,s76,,,,,,,,,,,,,s74,,,,,,,,,,s80,,,s78,,,,,,,,,,,,,,,
82,,,s92,,s87,s147,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,,,,,,,,,,s82,,,,,,,,,s83,,,,,,,s79,s77,s85,,,s75,,,,s81,,,s76,,,,,,,,,,,,,s74,,,,,,,,,,s80,,,s78,,,,,,,,,,,,,,,
83,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,,,r8,r8,r8,,r8,,r8,,r8,r8,r8,,r8,r8,r8,r8,r8,r8,,r8,r8,r8,r8,r8,,r8,,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,,r8,r8,r8,r8,r8,r8,r8,r8,r8,r8,,r8,r8,r8,r8,r8,r8,r8,r8,r8,,r8,r8
84,,,,,,s150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,s151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,s92,,s87,s86,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,s27,,s11,,,s12,s21,s8,,s82,,,,s19,,,,s25,s83,,,,s18,,,s79,s77,s85,,,s75,,s22,,s81,,s14,s76,,,,s15,,,,,,,,,s74,,,,s9,,,,s13,s16,s80,,,s78,s23,,,,,,,s1,s24,s17,s20,s10,,,
87,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,,,r36,r36,r36,,r36,,r36,,r36,r36,r36,,r36,r36,r36,r36,r36,r36,,r36,r36,r36,r36,r36,,r36,,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,,r36,r36,r36,r36,r36,r36,r36,r36,r36,r36,,r36,r36,r36,r36,r36,r36,r36,r36,r36,,r36,r36
88,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,,,r37,r37,r37,,r37,,r37,,r37,r37,r37,,r37,r37,r37,r37,r37,r37,,r37,r37,r37,r37,r37,,r37,,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,,r37,r37,r37,r37,r37,r37,r37,r37,r37,r37,,r37,r37,r37,r37,r37,r37,r37,r37,r37,,r37,r37
89,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,,,r38,r38,r38,,r38,,r38,,r38,r38,r38,,r38,r38,r38,r38,r38,r38,,r38,r38,r38,r38,r38,,r38,,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,,r38,r38,r38,r38,r38,r38,r38,r38,r38,r38,,r38,r38,r38,r38,r38,r38,r38,r38,r38,,r38,r38
90,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,,,r39,r39,r39,,r39,,r39,,r39,r39,r39,,r39,r39,r39,r39,r39,r39,,r39,r39,r39,r39,r39,,r39,,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,,r39,r39,r39,r39,r39,r39,r39,r39,r39,r39,,r39,r39,r39,r39,r39,r39,r39,r39,r39,,r39,r39
91,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,,,r40,r40,r40,,r40,,r40,,r40,r40,r40,,r40,r40,r40,r40,r40,r40,,r40,r40,r40,r40,r40,,r40,,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,,r40,r40,r40,r40,r40,r40,r40,r40,r40,r40,,r40,r40,r40,r40,r40,r40,r40,r40,r40,,r40,r40
92,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,,,r41,r41,r41,,r41,,r41,,r41,r41,r41,,r41,r41,r41,r41,r41,r41,,r41,r41,r41,r41,r41,,r41,,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,,r41,r41,r41,r41,r41,r41,r41,r41,r41,r41,,r41,r41,r41,r41,r41,r41,r41,r41,r41,,r41,r41
93,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,,,r17,r17,r17,,r17,,r17,,r17,r17,r17,,r17,r17,r17,r17,r17,r17,,r17,r17,r17,r17,r17,,r17,,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,,r17,r17,r17,r17,r17,r17,r17,r17,r17,r17,,r17,r17,r17,r17,r17,r17,r17,r17,r17,,r17,r17
94,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,,,r2,r2,r2,,r2,,r2,,r2,r2,r2,,r2,r2,r2,r2,r2,r2,,r2,r2,r2,r2,r2,,r2,,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,,r2,r2,r2,r2,r2,r2,r2,r2,r2,r2,,r2,r2,r2,r2,r2,r2,r2,r2,r2,,r2,r2
95,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,,,r3,r3,r3,,r3,,r3,,r3,r3,r3,,r3,r3,r3,r3,r3,r3,,r3,r3,r3,r3,r3,,r3,,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,,r3,r3,r3,r3,r3,r3,r3,r3,r3,r3,,r3,r3,r3,r3,r3,r3,r3,r3,r3,,r3,r3
96,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,,,r5,r5,r5,,r5,,r5,,r5,r5,r5,,r5,r5,r5,r5,r5,r5,,r5,r5,r5,r5,r5,,r5,,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,,r5,r5,r5,r5,r5,r5,r5,r5,r5,r5,,r5,r5,r5,r5,r5,r5,r5,r5,r5,,r5,r5
97,r29,r29,r29,r29,r29,s160,r29,r29,r29,r29,r29,s162,r29,r29,r29,r29,r29,r29,s161,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,,,r29,r29,r29,,s159,,r29,,r29,r29,r29,,r29,r29,r29,r29,r29,r29,,r29,r29,r29,r29,r29,,r29,,r29,r29,s158,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,s157,r29,r29,r29,,r29,r29,r29,r29,r29,r29,r29,r29,r29,r29,,r29,r29,r29,r29,r29,r29,r29,r29,r29,,r29,r29
98,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,,,r42,r42,r42,,r42,,r42,,r42,r42,r42,,r42,r42,r42,r42,r42,r42,,r42,r42,r42,r42,r42,,r42,,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,,r42,r42,r42,r42,r42,r42,r42,r42,r42,r42,,r42,r42,r42,r42,r42,r42,r42,r42,r42,,r42,r42
99,,,s92,,s87,s86,,s88,s89,,s90,,,,,,,,,,,,,,s91,,,s84,,,,,,,,,,,,s82,,,,,,,,,s83,,,,,,,s79,s77,s85,,,s75,,,,s81,,,s76,,,,,,,,,,,,,s74,,,,,,,,,,s80,,,s78,,,,,,,,,,,,,,,
100,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,,,r44,r44,r44,,r44,,r44,,r44,r44,r44,,r44,r44,r44,r44,r44,r44,,r44,r44,r44,r44,r44,,r44,,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,,r44,r44,r44,r44,r44,r44,r44,r44,r44,r44,,r44,r44,r44,r44,r44,r44,r44,r44,r44,,r44,r44
